,==============================,,,,,,,
,SCAN COMPLETE. SUMMARY:,,,,,,,
,==============================,,,,,,,
,Total Papers Scanned: 395,,,,,,,
,Temp Reported:      384 (97.2%),,,,,,,
,Time Reported:      361 (91.4%),,,,,,,
,Cooling Info:       40 (10.1%),,,,,,,
,Cooling Data:       6 (1.5%),,,,,,,
,S(e) Pressure (Explicit):91 (23.0%),,,,,,,
,SnS(e) Pressure (Explicit):9 (2.3%),,,,,,,
,Pressure (Calc.):   280 (70.9%),,,,,,,
,==============================,,,,,,,
,,,,,,,,
Filename,Has_Temperature,Has_Time,Has_Cooling_Info,Has_Cooling_Data,Has_S(e)_Pressure_Explicit,Has_SnS(e)_Pressure_Explicit,Has_Pressure_Calculable,Synthesis_Method_Hint
8-Efficiency-Cu2ZnSnSSe4-CZTSSe-Thin-Film-Solar-Cells-on-Flexible-and-Lightweight-Molybdenum-Foil-Substrates_2019_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
A-chemical-deposition-process-for-lowcost-CZTS-solar-cell-on-flexible-substrates_2017_Taylor-and-Francis-Ltd-maneymaneycouk.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
A-green-and-lowcost-synthetic-approach-based-on-deep-eutectic-cholineurea-solvent-toward-synthesis-of-CZTS-thin-films_2019_Institute-for-Ionics-wwtfunikielde.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
A-lowcost-ligand-exchangefree-strategy-to-synthesize-largegrained-Cu2ZnSnS4-thinfilms-without-a-finegrain-underlayer-from-nanocrystals_2015_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Solution
A-method-to-improve-crystal-quality-of-CZTSSe-absorber-layer_2018_Springer-New-York-LLC-barbarabbertramgskcom.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
A-new-approach-for-alkali-incorporation-in-Cu2ZnSnS4-solar-cells_2022_Institute-of-Physics.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
A-nontoxic-solvent-based-solgel-Cu2ZnSnS4-thin-film-for-high-efficiency-and-scalable-lowcost-photovoltaic-cells_2015_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Solution
A-robust-approach-to-fabricate-CZTSSe-absorber-layer-for-solar-cells-via-a-selfselenizations-process-conducted-by-concentrated-selenium-solution_2018_Institute-of-Physics-Publishing-helencravenioporg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
A-versatile-solution-route-to-efficient-Cu-2-ZnSnSSe-4-thinfilm-solar-cells_2015_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
A-versatile-strategy-for-fabricating-various-Cu2ZnSnS4-precursor-solutions_2017_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Achieving-1195-efficient-Cu2ZnSnSe4-solar-cells-fabricated-by-sputtering-a-CuZnSnSe-quaternary-compound-target-with-a-selenization-process_2019_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Admix-of-Cu-2-ZnSnS-4-and-ZnS-as-thin-film-to-absorb-visible-light_2019_Springer-New-York-LLC-barbarabbertramgskcom.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Advances-in-the-onestep-synthesis-of-2D-and-3D-sulfide-materials-grown-by-pulsed-laser-deposition-assisted-by-a-sulfur-thermal-cracker_2023_Springer-Science-and-Business-Media-Deutschland-GmbH.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Sputtering
Aging-Precursor-Solution-in-High-Humidity-Remarkably-Promoted-Grain-Growth-in-Cu2ZnSnS4-Films_2016_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Solution
AmbientAir-Sulfurization-Process-for-Cu2ZnSnS4-Thin-Film-Solar-Cells-SelfCreating-Inert-Atmosphere-Using-Sulfur-Vapor_2019_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Analysis-of-the-Improvement-of-Photoelectrical-Properties-of-Cu2ZnSnS-Se4-Thin-Film-and-Solar-Cells-Via-Cation-Doping_2024_Korea-Federation-of-Science-and-Technology.pdf,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Annealing-Induced-Shape-Transformation-of-CZTS-Nanorods-Based-Thin-Films_2017_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Application-of-Taguchi-method-to-optimize-the-solgel-dipcoating-process-of-the-semiconductor-Cu2ZnSnS4-with-good-optical-properties_2019_Springer-New-York-LLC-barbarabbertramgskcom.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Atmospheric-Modified-ThiolBased-Solution-Deposition-for-Cu2ZnSnSSe4-Absorber-Layer_2020_Springer.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Solution
Atomic-layer-deposition-of-the-quaternary-chalcogenide-Cu2ZnSnS4_2012_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Evaporation
Autodecomposition-Approach-for-the-LowTemperature-Mesostructuring-of-Nanocrystal-Semiconductor-Electrodes_2015_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Solution
Back-contact-nature-effect-on-the-CZTSZnSbased-heterojunction_2022_Springer-Science-and-Business-Media-Deutschland-GmbH.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
BaCu2SnSSe4-Earthabundant-chalcogenides-for-thinfilm-photovoltaics_2016_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Band-Tail-Engineering-in-Kesterite-Cu2ZnSnSSe4-ThinFilm-Solar-Cells-with-118-Efficiency_2018_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Barium-Substitution-in-Kesterite-Cu2ZnSnS4-Cu2Zn1xBaxSnS4Quinary-Alloy-Thin-Films-for-Efficient-Solar-Energy-Harvesting_2020_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Solution
Blueshift-in-optical-bandgap-of-sprayed-nanocrystalline-Cu2ZnSnS4-thin-films-induced-by-200MeV-Xe-swift-heavy-ions-irradiation_2021_Springer.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Sputtering
Carbon-concentration-dependent-grain-growth-of-Cu2ZnSnS4-thin-films_2015_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Carbonfree-Cu2ZnSnSSe4-film-prepared-via-a-nonhydrazine-route_2014_Science-in-China-Press-csbscichinacom.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Catalytic-activity-enhancement-of-Cu2ZnSnS4-due-to-composite-of-Co9S8-as-counter-electrode-for-dyesensitized-solar-cells_2022_Springer-Nature.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
CdSZnS-Bilayer-Thin-Films-Used-As-Buffer-Layer-in-10Efficient-Cu2ZnSnSe4Solar-Cells_2020_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Characterisation-and-properties-of-Cu2ZnSnS4-thin-films-synthesised-by-sputtering-from-an-alloy-target_2017_Taylor-and-Francis-Ltd-michaelwagreichunivieacat.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Sputtering
Characteristics-of-Cu-2ZnSnS4-Thin-Films-Fabricated-by-Sulfurization-of-Two-Stacked-Metallic-Layers_2014_Taylor-and-Francis-Inc-325-Chestnut-St-Suite-800-Philadelphia-PA-19106.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Characteristics-of-Cu2ZnSnS1xSex4-thin-films-crystallized-with-various-sulfur-and-selenium-vapor-sources_2015_Taylor-and-Francis-Inc-325-Chestnut-St-Suite-800-Philadelphia-PA-19106.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Sputtering
Characteristics-of-kesterite-CZTS-thin-films-deposited-by-dipcoating-technique-for-solar-cells-applications_2019_Springer-New-York-LLC-barbarabbertramgskcom.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Characterization-of-Cu2SnS3-polymorphism-and-its-impact-on-optoelectronic-properties_2017_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Sputtering
Characterization-of-Cu2ZnSnS4-thin-films-on-flexible-metal-foil-substrates_2015_Springer-Science-and-Business-Media-LLC.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Characterization-of-thin-films-AlpCu2ZnSnS4-CZTSMo-Schottky-diode-the-effect-of-CZTS-thin-film-thickness_2024_Springer.pdf,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Chemical-Synthesis-and-Characterization-Study-of-Nanocrystalline-and-Coral-RockLike-Kasterite-Cu2ZnSnS4-CZTS-Thin-Films_2024_Iran-University-of-Science-and-Technology.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Chemically-Deposited-CdS-BufferKesterite-Cu2ZnSnS4-Solar-Cells-Relationship-between-CdS-Thickness-and-Device-Performance_2017_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Sputtering
Chemistry-and-Dynamics-of-Ge-in-Kesterite-Toward-BandGapGraded-Absorbers_2017_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Coelectrodeposited-Cu2ZnSnS4-thinfilm-solar-cells-with-over-7-efficiency-fabricated-via-finetuning-of-the-Zn-content-in-absorber-layers_2016_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Coelectroplated-kesterite-bifacial-thinfilm-solar-cells-A-study-of-sulfurization-temperature_2015_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Combinatorial-Reactive-Sputtering-of-In2S3-as-an-Alternative-Contact-Layer-for-Thin-Film-Solar-Cells_2016_American-Chemical-Society-serviceacsorg.pdf,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Comparative-study-of-the-structural-and-optical-properties-of-Cu2SnX3-and-Cu2ZnSnX4-XS-Se-thin-films-and-optoelectronic-devices_2016_Institute-of-Physics-Publishing-helencravenioporg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Composition-control-in-Cu2ZnSnS4-thin-films-by-a-solgel-technique-without-sulfurization_2014_Springer-New-York-LLC-journalsspringersbmcom.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Solution
Comprehensive-physicochemical-and-photovoltaic-analysis-of-different-Zn-substitutes-Mn-Mg-Fe-Ni-Co-Ba-Sr-in-CZTSinspired-thin-film-solar-cells_2022_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Constructing-of-Novel-Cu2AlSnS4-CATS-Compound-Synthesis-Chracterization-and-Photocatalytic-Activities-Approach_2023_Springer.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Controlled-Li-Alloying-by-Postsynthesis-Electrochemical-Treatment-of-Cu2ZnSnS-Se4-Absorbers-for-Solar-Cells_2023_American-Chemical-Society.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Sputtering
Controlling-Morphology-in-Polycrystalline-Films-by-Nucleation-and-Growth-from-Metastable-Nanocrystals_2018_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
Controlling-SolidGas-Reactions-at-Nanoscale-for-Enhanced-Thin-Film-Morphologies-and-Device-Performances-in-SolutionProcessed-Cu2ZnSnSSe4-Solar-Cells_2015_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Sputtering
Copper-concentration-effect-on-physical-properties-of-ultrasonically-sprayed-Cu2ZnSnS4-absorber-thin-films-for-solar-cell-applications_2021_Springer-Science-and-Business-Media-Deutschland-GmbH.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Copper-Zinc-Tin-Sulfide-Anode-Materials-for-LithiumIon-Batteries-at-Low-Temperature_2021_American-Chemical-Society.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
CopperZincTinSulfide-Thin-Films-via-Annealing-of-Ultrasonic-Spray-Deposited-Nanocrystal-Coatings_2017_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
CopperZincTinSulfur-thin-film-using-spincoating-technology_2016_MDPI-AG-Postfach-Basel-CH4005.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Coprecipitation-Synthesis-with-a-Variation-of-the-Sulphur-Composition-of-Kesterite-Phase-Cu2ZnSnS4-CZSS-without-Annealing-Process_2021_Penerbit-Universiti-Sains-Malaysia.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Solution
Correlating-Molecular-Precursor-Interactions-with-Device-Performance-in-SolutionProcessed-Cu2ZnSnSSe4-ThinFilm-Solar-Cells_2024_American-Chemical-Society.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
CostEffective-Electrophoretic-Deposition-of-Cu2ZnSnS4-Nanocrystals-for-Photovoltaic-Films_2016_Electrochemical-Society-Inc-ecselectrochemorg.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Evaporation
Critical-Influence-of-Annealing-Configuration-in-Kesterite-Phase-Evolution-During-Growth-of-Cu2ZnSnS4-Thin-Films-from-NonToxic-EnvironmentFriendly-Solutions_2021_Springer.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Unknown
Crystallite-size-and-intrinsic-strain-contribution-in-band-gap-energy-redshift-of-ultrasonicsprayed-kesterite-CZTS-nanostructured-thin-films_2020_Springer.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Crystallization-behaviour-of-cosputtered-Cu2ZnSnS4-precursor-prepared-by-sequential-sulfurization-processes_2013_.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Cu-2ZnSnS-4-thin-films-prepared-with-a-Jouleheated-graphite-closedspace-sulfurization-system_2019_Springer-Verlag-servicespringerde.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Sputtering
Cu2ZnGeS4-nanocrystals-from-airstable-precursors-for-sintered-thin-film-alloys_2014_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Solution
Cu2ZnGeS4-thin-films-deposited-by-thermal-evaporation-The-impact-of-Ge-concentration-on-physical-properties_2018_Institute-of-Physics-Publishing-helencravenioporg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Cu2ZnSnS4-films-by-paste-coating-and-their-optoelectronic-properties_2013_.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Cu2ZnSnS4-thin-film-solar-cell-fabricated-by-coelectrodeposited-metallic-precursor_2015_Springer-Science-and-Business-Media-LLC.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Cu2ZnSnS4-thin-film-solar-cells-from-coated-nanocrystals-ink_2015_Springer-Science-and-Business-Media-LLC.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Sputtering
Cu2ZnSnS4-thin-film-solar-cells-with-58-conversion-efficiency-obtained-by-a-facile-spray-pyrolysis-technique_2015_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Cu2ZnSnS4-thin-films-prepared-by-sulfurization-of-coelectrodeposited-metallic-precursors_2017_Springer-Netherlands.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Cu2ZnSnS4-thin-films-Spin-coating-synthesis-and-photoelectrochemistry_2014_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Cu2ZnSnS4thin-film-as-a-counter-electrode-in-zinc-stannatebased-dyesensitized-solar-cells_2021_IOP-Publishing-Ltd.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Cu2ZnSnSe4-Thin-Film-Solar-Cell-with-Depth-Gradient-Composition-Prepared-by-Selenization-of-Sputtered-Novel-Precursors_2017_American-Chemical-Society-serviceacsorg.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Sputtering
Cu2ZnSnSSe4-absorber-layer-formation-and-characterization-using-solution-dip-coating-and-selenization-method_2019_Institute-of-Physics-Publishing-helencravenioporg.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Solution
Cu2ZnSnSSe4-thinfilms-prepared-from-selenized-nanocrystals-ink_2019_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Currentvoltage-characteristics-of-Cu2ZnSnS4-absorber-layer-for-energy-harvesting-devices_2019_Institute-of-Physics.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Evaporation
CZTS-absorber-thin-films-by-spray-pyrolysis-process_2022_Institute-for-Ionics.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
CZTS-counter-electrode-in-dyesensitized-solar-cell-enhancement-in-photo-conversion-efficiency-with-morphology-of-TiO2-nanostructured-thin-films_2020_Springer.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
CZTS-films-from-three-different-routes-Crystallite-sizedependent-properties_2019_Institute-of-Physics-Publishing-helencravenioporg.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Solution
CZTSCdS-interface-properties-and-band-alignment-study-towards-photovoltaic-applications_2018_Springer-New-York-LLC-barbarabbertramgskcom.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
CZTSe-thin-film-growth-via-a-coevaporation-process-using-a-ZnSe-effusion-source_2012_.pdf,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
CZTSSe-thin-films-fabricated-by-single-step-deposition-for-superstrate-solar-cell-applications_2019_Springer-New-York-LLC-barbarabbertramgskcom.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Deposition-and-characterization-of-Cu2ZnSnS4-thin-films-for-photovoltaic-applications_2016_Springer-New-York-LLC-barbarabbertramgskcom.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Sputtering
Deposition-and-Characterization-of-Si-Substituted-Cu2ZnSnS4-Thin-Films_2023_Springer-Science-and-Business-Media-BV.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sputtering
Deposition-of-nanocrystalline-Cu2ZnSnS4-thin-film-in-one-step-without-sulfurization-Future-prospects_2024_Springer-Nature.pdf,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Determination-of-electrical-parameters-of-ITOCZTSCdSAg-and-ITOCdSCZTSAg-heterojunction-diodes-in-dark-and-illumination-conditions_2019_Springer-New-York-LLC-barbarabbertramgskcom.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sputtering
Development-of-dipcoated-Cu2ZnSnS4-absorber-material-without-sulphurisation_2021_Springer.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sputtering
Direct-growth-of-Cu2ZnSnS4-on-threedimensional-porous-reduced-graphene-oxide-thin-films-as-counter-electrode-with-high-conductivity-and-excellent-catalytic-activity-for-dyesensitized-solar-cells_2018_Springer-Ne.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Solution
Dynamic-interplay-of-alkali-cations-and-a-natural-organic-binder-in-the-microstructural-evolution-of-Cu2ZnSnS4-thin-films-prepared-from-Cu2ZnSnS4-powdercontaining-inks_2019_Royal-Society-of-Chemistry.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Solution
Earth-abundant-element-Cu2ZnSn1xGexS4-nanocrystals-for-tunable-band-gap-solar-cells-68-Efficient-device-fabrication_2011_.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Unknown
Ecodesign-of-Kesterite-Nanoparticles-for-Thin-Film-Photovoltaics-at-Laboratory-Scale_2024_American-Chemical-Society.pdf,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Evaporation
